,diasourceid,ssobjectid,mag,filter,heliocentricdist,topocentricdist,eclipticbeta
3041,6019363215930109862,738102966983048882,20.185648,z,1.8624650713692148,0.9735224612138111,-7.581433940981036
3042,-2523689884254879048,738102966983048882,20.179619,y,1.862451209385289,0.9736052010056039,-7.583343029039363
3043,-5895742480346303663,-8368861159312804253,19.366102,z,1.970621271848703,1.0845235180554882,-7.91336971370157
3044,-294954042948331357,-8368861159312804253,19.36828,y,1.970641890600439,1.0846476483519891,-7.90916431961102
3045,4545427934015234299,-4151397717836483313,19.124592,y,1.9944109295052945,1.107985580110305,-5.666561707438115
3046,-2783596221197494355,1872016239734201511,21.935944,i,1.9998604503370743,1.4118620051651563,8.550712257861926
3047,7499361171470532423,-7473076585566981140,20.976679,i,1.923334479365861,1.5867340107698555,-0.6063428848293017
3048,3353107952069100653,-7473076585566981140,20.939108,z,1.9232819071560048,1.5868584747672017,-0.6036768705895099
3049,5666358421339914454,8045786014914575982,21.402401,y,1.866385462566584,1.9070328666647844,5.7079869892086
3050,7364927702256381114,4369372101427399074,18.678524,y,1.9246838766590053,0.9930542485342089,-2.4068970767939026
3051,3338854495259958971,1511707396770873143,21.93127,z,1.9967708737507948,1.0645695656836591,-6.4851898657198985
3052,-3682323678498312319,-691900552757921275,19.184248,y,1.9915919974635397,0.9979515058459737,0.20655415666822025
3053,6172142256078955079,-691900552757921275,19.19029,y,1.9915593123462205,0.997943219742363,0.20423857658792507
3054,1426038741360068819,-691900552757921275,19.151806,y,1.9915385480412617,0.9979381383089795,0.20277444898816271
3055,5771948495609139541,-691900552757921275,19.159449,y,1.9915061063996122,0.9979304735131648,0.20046928363514713
3056,-6299488732256141100,4118467909979698767,20.041054,i,1.8847810205155593,1.0604354215859486,-26.994196735297514
3057,7917332198199050464,1907719276548265518,19.994316,z,1.991228009367521,1.0745800623427495,9.823951015941892
3058,8702171952145020088,-3687679174558157596,19.485096,r,1.8213578913069493,1.0722435496733105,-33.78982319905199
3059,7965382846980091386,-3687679174558157596,19.479734,r,1.821357092649251,1.0722617239448118,-33.789633080948875
3060,2593862849062324089,-6363263180182118279,19.326248,i,1.9608398668828384,1.099012537707786,10.170998944772434
3061,203195153168887925,1778308605880731141,20.3108,r,1.9935001253914164,1.4914782566344402,-19.80736927232421
3062,-3075528978226177250,-7711409414722642413,21.104109,y,1.9342016299811966,1.744720255127686,2.951572017238244
3063,6563173421516856844,-5099550848723038598,19.135057,z,1.622545085765146,0.9816759573382358,-34.91776654071105
3064,-6999070801752842174,1420489288265556754,18.627045,z,1.8451285001871252,0.977417352188631,-13.970164102806134
3065,-8843806856983762485,7789147148781341248,22.713802,z,1.9199761954371075,1.0560031055563315,-8.194701586949186
3066,3966755514913587184,-3971664333404554324,19.099377,y,1.9900897300669087,1.0059809312749939,-12.200069962427824
3067,2443758741939946574,-3971664333404554324,19.090849,y,1.990076996409658,1.0059843443731662,-12.197969489052017
3068,1147156371210341992,587598799040186831,18.978743,y,1.9707653963525833,1.0974245918252066,-5.279072354826616
3069,854060809201792254,3040587017975125527,19.829182,z,1.967069754922636,1.6119534507066913,6.831821170247889
3070,-2675431018008810680,-2138195413515284285,20.209194,z,1.9893575516549111,1.0838736024921616,8.091595933113643
3071,7782340674052212992,6152745689118778908,20.3538,r,1.8006825271016282,1.3168782177639464,-22.10853721827243
3072,-8730609115516194803,-5299839928341742098,19.737324,z,1.8499245988919062,1.0468476072661235,-21.31796642555499
3073,4533626013042039013,4915020583400218206,21.116652,z,1.8960981060276805,0.9832218063780127,-4.425264797320086
3074,2931470132560806961,4915020583400218206,21.122301,y,1.8960953497928474,0.9833067980059246,-4.424120074618536
3075,-5270667746784060290,1359099020113098711,20.116014,y,1.9349158201622358,1.664270636557105,-20.681429586280863
3076,-108981723302661176,-6310416044619441904,20.201195,z,1.997815563663466,1.8515251206397019,8.152844763671833
3077,4627889989586325496,2629344783527838564,19.182009,i,1.9174149093868256,1.376386620431613,5.175822367289148
3078,-6343286671049729523,2629344783527838564,19.16244,z,1.9174093898095017,1.376534332283894,5.176428530842413
3079,550480389931727965,4118467909979698767,20.07494,z,1.8848069189419188,1.0605512120996996,-26.9922389075297
3080,-6366047260031446103,8866878649902327864,19.647076,y,1.9392945577108134,1.4996936616837762,-31.91916251253259
3081,8269013095804608843,9081758134477595182,20.59559,y,1.9059113728846775,0.9200908505576858,-2.6778548714076265
3082,4546480075438919200,3259235912025219353,22.394531,z,1.9466792263896906,1.052551910709854,-1.688055990395437
3083,-6953834863627269018,1278966432420454547,22.128012,y,1.9224530505445976,0.9519191376057453,-9.871149393352372
3084,-8380022658982382687,8526970095319546077,21.584036,y,1.7476906945790174,1.5309188983608732,24.6479536787385
3085,7628569026075369054,-3597729178986282268,21.70725,y,1.8010520453758159,1.677081390126149,18.23540739772992
3086,-9075250652802392437,3539432558058608983,22.42692,i,1.9241184779552483,1.084093954993587,0.3105156153685056
3087,-1415498076578570036,-6796719351398076625,19.199944,y,1.7982832555324533,1.8548243616056364,12.872555334293086
3088,1959384398593458889,1359099020113098711,20.124887,y,1.9349500474071606,1.6641494739469351,-20.681496044466027
3089,-4266853214059226274,5720178636361667340,22.520153,i,1.9304757294423125,1.1636445544939733,-23.25317703757679
3090,-5071145679087846712,471506270359647143,19.93635,y,1.9536675336933023,0.9608148779126275,9.189023741112281
3091,7719099868029661390,-5006831265732624234,18.644472,z,1.9426908526407909,1.1818182841205962,-26.58105203873089
3092,-3773014844855043031,3275223467996762038,19.1689,y,1.8977324246153768,0.9086762006171978,10.420649060852096
3093,2048050659181205437,3275223467996762038,19.175089,y,1.897723053869461,0.9086809538195689,10.4193925973061
3094,1981405335042688522,-2478774149337809058,22.085888,i,1.9390436485740605,0.980619334942102,1.517575655419668
3095,-2116012464020569854,-2478774149337809058,22.201826,z,1.9390156255895663,0.9806566593523581,1.519826229952705
3096,7967739307690666271,-769075868786598800,19.567387,y,1.906269431664719,0.9108640016684535,-2.1882462567109076
3097,997219136884538875,557390760493499889,17.279715,y,1.8608643966706204,0.8717898382142909,3.1892438667281326
3098,-237300531236865459,3706464813017404547,22.893705,r,1.9046251108785068,1.355821251738492,-15.640629293638872
3099,8131107841120659339,-3530417036619114928,18.628164,z,1.8801616381246353,0.9650431555681483,-14.081730186106695
3100,-4546268434482150278,-3530417036619114928,18.627459,y,1.8801608169538435,0.9651189972862575,-14.081102207927195
3101,-6515790625039107056,4736855769268381953,20.715355,i,1.9988320478191939,1.1076716578557726,-1.2708042978480627
3102,-1789044605160181006,4736855769268381953,20.88603,z,1.998855047628304,1.1077969311639024,-1.272024526102365
3103,3330910216204422377,-5803812146936748250,20.545347,i,1.9741314627585662,1.0368554472612153,-2.165926318691268
3104,-8286396064646080239,-5803812146936748250,20.647535,z,1.974085689157741,1.0368881500995621,-2.162844515070989
3105,8847648457352823119,-8406103224050603463,22.01239,i,1.997856333216681,1.6402550501892663,6.724155496935138
3106,5108464779822717905,-8406103224050603463,21.821081,z,1.9978636582129354,1.640432464510653,6.7235324458572485
3107,6839960147016677036,-691900552757921275,19.17949,y,1.9916555589454936,0.9979686621332228,0.2110734271949722
3108,4419555044566562950,-691900552757921275,19.168047,y,1.9916227101888568,0.9979596210805194,0.20873958692371605
3109,6998198894280999347,-5299839928341742098,19.738243,i,1.8499019061781725,1.0467301875581547,-21.32155669183893
3110,7310468328146318676,7114663551748868137,22.46588,i,1.9119772465631186,1.006485498931124,3.446330461317327
3111,-6784415739684614162,7114663551748868137,22.69203,z,1.9119697313747523,1.006571796877695,3.4459913339999844
3112,-6654485089308103868,4014314220546821705,20.354876,i,1.9856804746852788,1.0606519208988439,-6.652531656134521
3113,7043916626360520022,-6030709035246666664,22.194286,i,1.887380198441215,1.5466693962526006,2.248832160644445
3114,728635143376329778,-6030709035246666664,22.24482,z,1.8873955745684694,1.546842906930761,2.249513014591769
3115,925465971439510026,8886261594833791253,19.463032,r,1.7263706630043576,0.995547576905966,-22.661537844510622
3116,6898234702573359739,-7709361817578439876,20.912752,i,1.922835920084975,1.6038341794532207,7.605888362044371
3117,3940032506397441184,-7709361817578439876,20.857193,z,1.9228702166906548,1.6040290196928073,7.60487392198784
3118,9079560455736605980,-287444136374033646,19.724173,y,1.9442445704602687,0.971263834614326,0.2688329809359208
3119,7988897841581131042,-287444136374033646,19.82583,y,1.944215527225634,0.9712848289707735,0.26774917246497315
3120,-740131643812147121,5568234033806900457,21.10091,z,1.8579141006119047,0.9644761855086841,4.70601997724024
3121,6850295034261188492,3275223467996762038,19.178596,y,1.8976943216866184,0.9086978623517555,10.415539537808968
3122,-1646434315054016985,-4219723213597116526,22.895084,i,1.8932319069875532,1.0484386677307314,0.4735718710652959
3123,4171276737620014005,416708002026099302,20.508455,y,1.7233201246578005,1.271363646554218,-23.51839680062335
3124,-5188535513471602921,-5277654318564483941,20.395441,y,1.8837355860258231,0.8942387204717703,10.114912133250215
