,diasourceid,ssobjectid,midpointtai,mag,filter,topocentricx,topocentricy
135165,1913160100448081306,-1558347958322349633,60042.26882985336,20.330809,y,-1.3485828402649744,-0.21630686830550738
96240,-3205840889030582676,-1268036877922389113,60042.06312442049,20.492567,i,-1.3860595655477372,1.0178777601952866
157533,-1324743598854189160,4569748965733566872,60042.15296652403,21.56797,z,-1.7912564166910951,0.45691099456883644
85311,-2474529482832356401,-6355873733966199362,60042.2286584035,18.455894,y,-1.3915250509447945,-0.25771035526757174
227850,-64931952698845464,-4178035824849116015,60042.15437447996,22.758524,z,-1.6194283331524948,0.28010368691669746
44999,-1518652671469831951,-5002433012089335606,60042.26167683633,17.08376,y,-1.0820743621691404,-0.040191265607586776
3014,-5169580176193086489,-5929361582662030959,60042.25398818305,20.284624,y,-1.8301960914597257,-0.3095429259494538
182269,4813382365969006405,1072693266153499559,60042.20877680042,20.524408,y,-1.427208028772627,-0.2139511487733993
166348,-5110031443704094673,-4578144460642570405,60042.19598442427,21.798267,y,-1.6184075844570738,-0.43895663455916545
102764,6387241802079722577,-6117085763998531452,60042.240462001966,18.582441,y,-1.272126227729089,-0.2475852858980392
240935,-8121558955967968215,8636329223853987939,60042.10255930437,22.957201,z,-1.7380091323480527,0.587178243899269
20086,137557931530723034,-2295653521451730531,60042.155269796844,18.592741,z,-1.180553682528593,0.3070561193350739
104989,4896043822389367394,478550082928837145,60042.16495673121,21.2277,z,-1.406424319698334,0.1904963519773633
245129,-4345008518435020834,-7602876970475938563,60042.198704470946,22.166618,y,-0.995735773797934,-0.07553815397261851
237614,9080549446587957109,2898477611329735010,60042.133156031116,22.428926,i,-1.4391197794699788,0.46229896653580543
37028,3406779999483298176,-7037292039314242288,60042.14041394211,21.665258,i,-1.2855685030706712,0.5570190718139808
224463,-8388449082541840886,-7052859820045344432,60042.18017538333,22.016542,y,-1.717677436370316,0.41288299885022406
91257,-2237862963765885266,6394235971350194265,60042.22326440404,19.595627,y,-1.3154372610323657,-0.12992039570721786
10987,-5317687612000435685,5144932284554362550,60042.15251842946,21.807472,z,-1.718134187926068,0.37805351307740725
165028,601836513762307954,-188450186695688681,60042.276496879866,21.672457,y,-1.7039763150920673,-0.0690792017910222
79705,313031148317251451,4047870099205896798,60042.19240942175,20.803387,y,-1.1636596792495812,-0.13293550261201495
189198,-1394158439162457414,6348609231187495296,60042.23418721439,21.270845,y,-1.4370862138033114,-0.037169620248926505
8101,-5724814664216130449,-2741625825452389644,60042.24225716688,21.595901,y,-1.551552016280996,-0.2908133150847589
171694,-8699468069020714306,-3551566451195003654,60042.20654226075,20.37036,y,-1.3093124971648253,-0.07472323059325878
20465,1375987385505236194,2132582000992099095,60042.22776168725,19.040516,y,-1.8500391204713953,-0.2747014024978036
203462,-9091414029217441806,2332017107826250666,60042.13225829059,21.971666,i,-1.3502184022951618,0.5195892694332717
42509,6261319862637212113,-7244022881106205046,60042.15392602136,20.987286,z,-1.9649227295941754,0.2416771239632805
134191,8650563315891244119,-9013656143687078177,60041.991979223814,21.236963,r,-1.539666280355688,1.0821972957840358
121354,3361462037246438064,-9208820737062050478,60042.17838939641,21.915836,y,-1.5650641091249806,0.34158749318719217
178839,5791523294557911786,6877512641060508621,60042.12911174717,21.43573,i,-1.6759401501144453,0.6840989932777792
71934,-4281504981931597465,-3405057699034796397,60042.221472262965,20.71877,y,-1.8279349453742457,0.10022422910828273
178436,-1209802772860979779,-931907213102369164,60042.20832896462,21.626307,y,-1.5337910776563952,-0.1955056393703525
178351,5478415905510700238,7445484715319634103,60042.13628956722,21.758522,i,-1.78418193279652,0.5001968880541977
82239,-4849896374688517991,4370020202394629952,60042.26659594733,20.475992,y,-1.260564137410168,-0.18445183774686327
119583,3762738720245978406,8758625103378396260,60042.10209039483,21.1327,z,-1.7665436181032033,0.5432028490565226
38719,4248192018486047288,5867413346381752280,60042.217007533196,21.31098,y,-1.5243645246122821,-0.14391617402575727
168959,1757897745202545848,-8463200947391413843,60042.09024493702,21.16592,z,-1.564537683316403,0.8280146636183632
188598,-395064753396166362,7530203803824151049,60041.98278278186,23.469805,r,-1.0378001435400637,1.462252759857967
200776,-2695976604540789154,6048913268299310693,60042.006799617695,21.978952,i,-0.7997382822887829,0.934492057955762
130687,3560332257515054889,3093606751534807146,60042.15392602136,22.346392,z,-1.3384525657422035,0.13869652590467219
200031,-8396418930681169889,7380297824005708476,60041.99696853905,22.804558,i,-0.7486475192307678,1.3702048623075607
165990,-5898502199594248972,3642208909799734900,60042.08283820581,22.320621,z,-1.4834822902605498,0.38534494160016153
103567,-8614380427092450745,-5360318058134853351,60042.22281723681,19.979542,y,-1.7295121626182162,-0.09864149309958734
37403,-7803620925812431352,-7403335355864302042,60042.25756127587,21.213724,y,-1.5283425738032717,-0.3104727056047702
5461,-4840287136442648896,-305276177292537373,60042.16989318562,20.651527,z,-1.5923047228953096,0.7438622451421318
238926,-5269070903003569808,1073361272274459012,60041.99875642323,22.892735,i,-0.6981453059018935,1.5882792346198016
174887,-9183171054853984513,-2447239893423448896,60042.19062105307,20.422262,y,-1.1757477245267791,-0.05701300752107065
52782,4358531340205556408,7531959506009062546,60042.00813291315,19.445433,i,-1.2629289158712964,1.187029558098303
152982,3991244859899954726,-3365766550504838659,60042.143099639005,20.25785,z,-1.6005335161312866,0.7202605432028657
167888,-2291512537923336556,3079424454277030627,60042.133156031116,22.442053,i,-1.2670577459660974,0.4213800767935273
36883,2240701907113365558,4145188934009582611,60042.24906962841,18.71075,y,-1.885251296976331,0.045566051127775634
186100,4678564504615763828,274685098713093776,60042.10666294745,22.401833,z,-1.47089665437741,0.6402859288860822
235937,8663641406508387749,-5627501000212469280,60042.24414950089,21.889917,y,-1.1979680491916607,-0.10860087991381663
204190,8390268124880567858,4515594542250433787,60042.12911174717,22.29535,i,-1.1924136838216755,0.5352402430679222
90506,7773201204044319577,-2448294175774729919,60042.13815864183,22.890038,i,-1.70346839054386,0.33682226353851547
33426,-2847145795625997841,-4215255846070837285,60042.172132144915,21.857336,z,-1.7231766486323052,0.9241491120606241
81739,-3001199916118624484,-420695610231990191,60042.06587262227,19.764097,i,-0.8099180675999774,0.3138506354316845
145533,-5899944013671772356,2789940817382272558,60042.004571197554,21.131544,i,-0.6776769936149044,1.3652929375360736
177982,-4966272493813711703,-3947517003910185486,60042.14713431151,22.47982,z,-1.6855411799996634,0.7347909230933132
165301,-5914446917700422539,-6454789424726755847,60042.26659594733,21.594536,y,-1.1314613562627083,-0.15166080268514281
74538,-5549233063508131547,-4252805967300302019,60042.005461498746,20.049313,i,-0.886871259212563,1.3206588965614214
235003,6019009454608545494,-1229347253189805154,60042.16355396856,22.51137,z,-1.6187526832138224,0.3317495183673402
214426,-5021360551101544078,-5749903558984389354,60042.13770995654,22.126652,i,-1.87323606657406,0.2837729136649381
76515,8720657031604920250,-1519593801746954127,60042.11158923207,21.650427,y,-1.0457015389879218,0.7298717019315207
95275,-8407058919228164457,3577192845629120404,60042.023332111676,21.840685,z,-0.9402788853234214,0.9876189421727388
107017,2068253388885072637,-5781147330747913408,60042.15437447996,21.47317,z,-1.5409755993450514,0.26585144394958715
203653,-5935508583322640360,8906282589859171446,60042.254884249545,21.262737,y,-1.2102329484809375,-0.25496994017664076
105925,2474031665758010583,-5272734847236701838,60042.13815864183,20.927568,i,-1.9486104502521544,0.40298916973284327
244060,-6951877271858891753,7013925852932963105,60042.13951308411,22.667532,i,-1.2045458819159838,0.33726016844503376
28583,-8158916058811645679,2082719743945025443,60042.265255122045,20.517803,y,-1.5404500216863695,-0.17047323886205756
31178,1416933482889597577,9116742551896108352,60042.226402788416,18.552965,y,-1.8255271638832418,-0.2566914358899061
72862,-4165414616018398504,-8021613995123286983,60042.13815864183,20.87081,i,-1.9183987901730188,0.315939595454411
47128,6059626083742940153,-4919305544349567197,60042.22461085828,18.84536,y,-1.6183345438989094,-0.24060780024777773
132240,932062546746506490,-5294246042834963329,60042.11786133293,20.309668,y,-1.647787271948915,0.36519380973101623
33671,-4224611140477087757,208227013732823104,60042.13673845406,18.038002,i,-1.1754366173643325,0.3333785745374571
118775,-3173202671286421404,-246024962218131826,60042.12687407785,22.709682,i,-1.6441622435234544,0.7996895466353241
185988,307420833903849342,-8790071897297434524,60042.17928172158,21.90952,y,-1.0792451742745028,0.1949787685750611
37319,3134765021981747202,-9091813064042161474,60042.143099639005,19.18189,z,-1.2787810135417526,0.6341362471272772
150483,-440118277725918843,-1575030656103789108,60042.19598442427,21.790928,y,-1.4316659643990919,-0.33476127486693147
157780,-5902052687692660309,4514644488333465825,60042.08328822344,22.523806,z,-1.3686359080144817,0.40483123686392675
25169,-5185902618440549190,-3441397775461021161,60042.26167683633,20.867579,y,-1.5100944532800127,-0.08549249775012777
187005,-6768721199426360616,8782839198483984492,60042.13360448321,21.77275,i,-1.6257848496117946,0.46204253946290913
39783,-5588684518795232344,873651739428444599,60042.36246924773,20.57616,y,0.15489057686376445,-1.1481847692942824
214969,4694882657972174188,-1999380879385505183,60042.25175175226,21.414291,y,-1.5807899735155884,-0.15095828015535845
152408,-5286175071616548954,-1640096040877418133,60042.174362408565,21.311657,y,-1.7359162182700836,0.7330474210670791
200665,-7996262441374455914,7486707264606094161,60042.257113705964,21.149492,y,-1.0527605169968557,-0.3042256810453118
132486,-4466059302723292063,-5122358605011517719,60042.130456808176,21.030203,i,-1.6771295003356697,0.5917298082510977
94656,-3847543964401628044,-6032264953591476531,60042.101194347175,20.94973,z,-1.8032700767316567,0.4939222914235923
198401,-4565423616853083318,-8081592766015031924,60042.16266098121,22.12183,z,-1.6255546970423058,0.26844767822661153
116981,3275615298870762865,-818854778539109075,60042.27418799613,20.61383,y,-1.5606724267135386,-0.34774766220739
74950,906660188618002468,-7753055544363217928,60042.04532389454,21.806608,y,-1.2393607202320671,1.009322780903751
165610,-3830835039222579232,1158734758418588619,60042.26659594733,20.725729,y,-1.7274719390130788,-0.22352167871426354
196914,-443719114577689588,-6539243180354743832,60042.241356276485,20.583809,y,-1.2668867364895935,-0.19778792184271063
72395,-4583780477355288673,-522991082017940265,60042.12152471258,21.212667,y,-1.869106269842436,0.6399870477914945
1755,-4097812219617427844,-875830944553367347,60042.0125881814,20.82866,z,-0.8804308855743699,1.0917045328422121
196962,9124779583471728280,549790103348848667,60042.192856211725,21.50481,y,-1.130301316185807,-0.19253011193054448
25433,7042389771164995613,-8795992167004066011,60042.15251842946,19.790165,z,-1.6808053064959183,0.385664956225245
53167,6355181485376482650,1754265124185080616,60042.10575854614,20.68095,z,-1.6329236436579364,0.5297899705957542
224503,-159541071394337399,-4986580849042928318,60042.11561997354,21.972202,y,-1.303966349702708,0.48436263791071726
108155,-442817755893767052,1032626460952456058,60042.378289970664,21.69632,y,0.22003012069585604,-0.9488122127584547
130725,-6023063497095672685,-5265278995873924242,60042.12911174717,21.499268,i,-1.6521488687684416,0.6559470284272216
27819,-9178509091966062809,-7169768560488289880,60042.1039055393,21.11727,z,-1.6630781500219707,0.6534074389017404
87812,-1018267961202418318,5522954541015602332,60042.10255930437,22.07051,z,-1.413527883830672,0.5139844461958314
44592,407011379530373660,-3877151282736794796,60042.02288741155,19.489433,z,-0.9419697371124068,1.149598643277965
236611,-3429610300481674127,-2792148233123304838,60042.158630164224,22.526047,z,-1.2696450145372513,0.5221999755482826
127404,1124472818487719120,4613320660948560796,60042.2446119967,21.648071,y,-1.3705576709154885,-0.16256742587583367
244869,-5996349515603959439,8291146131794858666,60042.15251842946,22.633455,z,-0.8883471213273807,0.22335225323160554
211458,-7914445524031116058,-158054420738370808,60042.17615119001,21.523777,y,-1.3109656961209555,0.445596612149283
245261,4921905708627034567,-3548972240470436877,60042.07144386236,23.105497,i,-0.9751858242046407,0.6346392016864151
209499,3523651864076593716,9202049179557685820,60042.02968700946,22.167553,z,-1.2677565675149671,0.8514964444063562
72406,-4794714136107068720,7806226248235660983,60042.11786133293,19.91861,y,-1.0814704781080773,0.24995195967837944
204895,6290883641811547448,-549199280906721476,60042.22776168725,21.764797,y,-1.0278326486377916,-0.144278335792205
162284,-3822407074878770694,-3211736584589017637,60042.06770338914,21.399044,i,-1.688133679529764,0.6717645033364239
177298,-8023600421372797159,-1406177029265446815,60042.15572747323,21.728573,z,-1.60878836794044,0.48501609356522685
20494,4391699101077687969,-7874746762736052801,60042.159975261326,20.557058,z,-1.1713475972891558,0.43389638438878064
37857,1018015665896279484,-1649142115157345929,60042.14623400245,19.845213,z,-1.6819253742894549,0.51991864970272
122093,-5702089893722715698,8617918187364805986,60042.21967011852,21.43511,y,-1.8730187149724336,-0.17633645486088564
138720,-6045243906996639178,760812851218405344,60042.18157009474,20.8741,y,-1.5680337482759408,0.2668209088316016
117095,-1353116555633130007,-2495183724794331478,60042.153477195556,21.414417,z,-1.1637582169843965,0.08710734795600086
91312,-1103543161242270696,-3635402370456112412,60042.23418721439,18.761442,y,-0.9969959572860394,-0.020136726600998044
2087,7628312291801714224,5298068571527371048,60042.18784645019,20.999098,y,-1.311727995640834,0.7958113489091222
23651,8846932663783165123,5026850291855884357,60042.22371208771,20.807003,y,-1.9271265746730561,-0.35508630209735537
119570,7223613555044143787,-2299966403047491219,60042.06222613514,21.006666,i,-1.4588896828335693,1.1831521872972333
220607,-8075156092449614064,-2348619996363771819,60042.21190516863,21.7956,y,-1.4339162298019648,-0.2283497832716116
227205,-6258047051400950769,-563917763323300650,60042.257113705964,21.213608,y,-1.1832262970628227,-0.27801417533475936
89507,8135669353920275302,1147078113086822665,60042.20877680042,20.782766,y,-1.5998762759254008,-0.24185657551846212
101035,-8132588911800485778,2651513410511675513,60042.15392602136,21.105831,z,-1.5954235748852215,0.2035512411702795
29306,4558245119861111118,-5478139988042918533,60042.159529037664,19.302399,z,-1.6565986039906608,0.634596226040646
139224,4922446631688710974,-2180072706149559850,60042.39346115824,21.400383,y,0.8737016071066437,-1.7228916124345028
221372,4970437156845382238,-7013612838654974835,60042.15773685948,22.880077,z,-1.4729582070030363,0.7531791494063691
97603,-1227902014517783212,8742498678882897652,60042.210563087516,21.135687,y,-1.7630450109208196,-0.5071819664264293
142899,5760217122278808236,9032489004718513141,60042.22191909741,21.313091,y,-1.3416198383406224,0.04261343589791124
31126,5476043130109950981,7042324876633936207,60042.210563087516,20.720163,y,-1.6083378521891156,-0.46696653106196634
24576,1023312539051524460,1682578784663196834,60042.16450232698,19.526655,z,-1.8431282314664241,0.23698668574122153
44303,6655154370072356290,-4894071522709590928,60042.202935972244,19.687298,y,-1.612707534167343,-0.08660806352979471
66123,-7462363913940179984,7133001574685088438,60042.22550772144,20.1316,y,-1.6649240942245265,-0.3770227249440189
218949,-5897514749757087890,-1147856803948041171,60042.22326440404,21.652025,y,-1.6176804270385645,-0.1914277924060324
39355,-4985298721292989652,-8323857969214591704,60042.225955171656,20.2261,y,-1.7144248238066553,-0.31850237520923746
103212,-2206543161462461777,-5122844451637271310,60042.17972836747,19.768692,y,-1.1804753194112727,0.2449955842189501
129443,8595691216332907676,5062876437115652042,60042.181121816066,21.936571,y,-1.8318548937379784,0.2852195072789235
116153,4776954009894154971,-8055749757713914920,60041.99336366018,21.278778,r,-1.1950117426635862,1.1899489897083828
243123,3239911229198194949,8984346252953354953,60042.16400136526,22.37765,z,-1.0781891980640237,0.28451659438205923
232067,4791741736918684377,741560968730819010,60042.21561678768,21.774927,y,-0.8077401734126262,-0.10497158183839174
95466,-8263483298067617019,-5789493665442639309,60042.22371208771,20.072693,y,-1.5081294479348253,-0.2514595685975968
53696,-8039189071968813475,-2003055455895126565,60042.12104629984,19.829199,y,-1.6417606799609021,0.41589313068492284
68418,6038948607904966567,774450734800808536,60042.00768876009,20.632612,i,-1.0709821838692792,1.0720384424750335
20155,4223802860721949783,-1952296156501890025,60042.023332111676,20.577492,z,-1.0442332023791645,1.1720567749836854
174266,-3961629821157223703,-5185011016832531360,60042.276050472996,20.904922,y,-1.3759524235580647,-0.06317431974657745
191985,7468603889220762807,5908071257213939227,60042.24996314224,21.869146,y,-1.6603791551105302,-0.15076038855846288
190486,1845317489641915627,5789004342782010707,60042.198255289644,22.129066,y,-1.693096984583657,-0.13221495274430217
201473,2606099296358050960,-2550078517375846228,60042.16540539156,22.57764,z,-1.5091819335944963,0.24410727792529768
94616,-1153651269460484229,-8883529625611944244,60042.232841452584,20.862953,y,-0.892647647556075,-0.034115554256169606
6050,-6774567884595017287,-4382967239917344240,60042.24360156452,21.275381,y,-1.5961696184651792,-0.28239646247001277
115984,6999787955522059465,5879616947123111860,60042.15818410279,22.290154,z,-1.408572238307072,0.6703813822895682
48925,6971355398191262624,-4799133862056408675,60042.017524045055,21.387566,z,-0.3677952594175137,1.515635443323713
228055,5368557923690591595,-6634602646883037160,60042.153477195556,22.677319,z,-1.0855402364699982,0.0764919350440092
72621,-5407732562493918491,-1739650664888595587,60042.181121816066,20.781076,y,-1.7213603917135518,0.264508259127654
216481,-3517368295197576048,6476095015575603901,60042.08470227125,22.90622,z,-1.2881354652665804,0.4219701939569827
16726,-6398039134997877235,7308109112602179783,60042.080996699326,19.542603,z,-1.2425928291044535,0.5816105032558753
63883,3753230384763754525,534092222261812171,60042.154822460696,21.551424,z,-1.4476750079055025,0.3332486349313143
140846,-7700912306613922406,3214496854119766335,60042.21145774461,20.153568,y,-1.3084630981595338,-0.24124202279624615
59569,6872977140069642225,-6219243246436855453,60042.17704710669,19.522434,y,-1.879981250251413,0.5008820874079462
143572,5150853159704839453,-5522874214602935906,60042.19151555616,22.079435,y,-1.4552529504985707,-0.05575175856182466
153865,5619565646658942854,114241012409760455,60042.27195167514,20.868244,y,-1.3427590508042933,-0.3333762466657197
126461,6893750517628858713,1750163833989413141,60042.12152471258,21.567408,y,-1.653925183067913,0.5856155649893743
16912,1370243625572149673,-3573062176056554572,60042.174362408565,18.130756,y,-1.1708188910503352,0.5437873660692896
66948,-5301633107955552484,-6140704944162988400,60042.08705081437,22.438732,z,-0.98101688372429,0.596350996013829
17576,-4978060414298069667,4596531294721161455,60042.25756127587,20.465786,y,-0.9606752710907329,-0.21858979719555324
52445,7495336229298635243,8546359311236153020,60042.16495673121,22.623867,z,-1.835449544508646,0.25034088059800147
30330,1766921611867712925,2506045191357885083,60042.11561997354,21.135359,y,-1.3259519923157603,0.5258365033492768
75944,7054917204941414031,2693461393725220233,60042.09204740245,22.319454,z,-1.2567649990302237,0.9507229855910277
13068,3226405220929101980,9022399804178652632,60042.158630164224,20.563797,z,-1.6506136873746975,0.7058205505572726
17140,-8227491271024468907,8893344491080739493,60042.127325675996,20.271118,i,-1.3262259862107584,0.7641771698271962
63449,-6325077553350711272,1855397530426216366,60042.065423603686,21.474874,i,-1.5670322320544596,0.6159969485526763
28326,-3077173286163395294,-7690061327748110896,60042.19915293832,20.543547,y,-1.3207444377750268,-0.17363814229100374
124501,-7267076901525789488,-9145949633364029468,60042.232841452584,20.956112,y,-1.4448283141495073,-0.02867270641233917
102386,893772838765437145,2467582593852412184,60042.20519858273,20.656864,y,-1.4767396833775523,0.004205045385296585
218222,-9175441474578191828,-6751089904548259545,60042.07377205162,22.909155,i,-1.5599922351819782,0.7530337329957852
192215,4125962744351272266,-2836133450027786073,60042.21145774461,21.695877,y,-1.663872139874072,-0.3896494242588244
58827,8207242102542907792,4874595967881167086,60041.991490906745,19.97176,r,-1.3570090607002951,1.2655799291114442
33209,-4738556708410485073,5190848828628779932,60042.12242498858,21.257347,y,-1.5841209790779012,0.6185531875550276
165003,1577300206321063018,7829644618711121877,60042.17838939641,21.219566,y,-1.6203629052386532,0.3546746982786613
197340,-175877789602290631,-6354228393447651160,60042.13905530764,21.85423,i,-1.7211470812812104,0.40255892010142547
91896,5379157116707481728,1012477884640890968,60042.22191909741,19.69835,y,-1.7622984358101865,0.1109881187704767
25189,-7803879642153572385,2934401600335917636,60042.23956589355,19.874437,y,-1.796720512179143,-0.32180345806931815
160320,-7882875905869917849,-7406496452709725454,60042.272845158994,19.715214,y,-1.1137849231161325,-0.2199198670866883
238750,-2165188365770893214,-7711861401966584586,60042.270172566445,21.724276,y,-1.1711740718869015,-0.2630963975748806
240058,6963009830431567490,-110780057081048278,60042.20966958916,21.923185,y,-1.4010923482060669,-0.3554286052994873
7629,-1635282050576400277,-7895993670859005430,60042.09760597871,20.886301,z,-1.1091789842401614,0.6611716469185902
128210,-2022915345568391850,3296668744849007810,60042.1901722492,20.988075,y,-1.6040926047474522,-0.01639814945122247
27311,-5059091138650848458,8943630095511405386,60042.010805774,16.562899,i,-0.9499885959774377,1.1724874986087683
55450,-9220257595048614909,-8337455758075311207,60041.99830783145,22.833437,i,-0.6204943916498911,1.4202392676631599
189540,1804937680926789053,-1807202830261542102,60042.20009748922,19.236128,y,-1.103506387756308,-0.17156630052308838
239984,2061314655898976150,-1199497197913602397,60042.06452532619,22.33784,i,-1.1303329041694115,0.5035322081283503
35961,-8877882744231599841,-451442983552816397,60042.25130557602,18.374968,y,-1.6883125518144078,-0.11082316639446078
144742,-5587633232300235292,-1335235587503291501,60042.26123024611,21.152365,y,-1.7005520665841554,-0.10858026018834499
149030,1612453328467340045,-1237193019232898974,60041.98278278186,23.649504,r,-1.0437627210640292,1.5047841869351355
11145,123912320382436889,-8820519618268569017,60042.107566378574,20.570183,z,-1.6679626954147546,0.877800311283634
211077,3491871545363478102,2648258534775344179,60042.12687407785,22.589653,i,-1.5439752854310598,0.7636233691764387
187293,-206698984675539131,-919934571607499742,60042.13450188421,22.721764,i,-1.5515788681414822,0.3398720313891071
233045,-8361325009967985884,-3280406387838469322,60042.13450188421,22.72766,i,-1.4596725061277604,0.29550608862387495
54222,-1440888975806770477,-3132334078178060975,60042.089333607175,19.582384,z,-1.642092495772287,1.0066353019473246
178539,4093855631172346536,-8672624294176295720,60042.22057484022,22.021105,y,-1.5860598197868923,-0.060249970258876025
182545,-3349067581568864772,-1060712951450972651,60042.10483229926,22.208622,z,-1.0024773984961526,0.23938985360603315
99174,6597431816929642331,-1092982542427942169,60042.23956589355,20.49,y,-1.8675782285084173,-0.2919454230572828
40621,-8071970849364524993,-163594662387080751,60042.22685068427,19.46638,y,-1.1459419231612515,-0.13177430052604966
190109,-6405752264028535323,-9110826577417764503,60042.03104311857,21.71122,z,-0.9586284721393961,0.5746912075532394
18628,-102418505252954421,4644987982748031449,60042.24996314224,20.165642,y,-1.5799530459301376,-0.08748709124432147
17542,-667758279108306072,-2379624924266945374,60042.09940047104,18.558386,z,-1.262413485178777,0.5074754293029108
46413,8494101966058820719,4699070903641487418,60042.16266098121,20.203514,z,-1.4538847815556541,0.20749303733461527
222531,8358366682365293755,-8586316994008610766,60042.14355244488,22.453678,z,-1.4210593943574497,0.8060227612545376
132757,7985730478203128220,7110078088221130996,60042.12777123403,21.273523,i,-1.7556957249908274,0.8602198100799292
130251,-1920535999659094442,3541707318787666883,60042.09357023573,21.935434,z,-1.3269983669109195,0.8600703745438807
72679,-1361156209962154107,-665285642054635202,60042.16810458545,22.703875,z,-1.8663333909717703,0.6730407380881026
72281,7468476033474458314,-5943222340556409072,60042.25220132783,21.293512,y,-1.710494130368808,-0.10184561241575629
100765,5575991009584779983,-2049091370187469750,60042.101194347175,20.87133,z,-1.772142904177381,0.5220616824134905
8640,-716459058994325942,3918753885096814639,60042.14086558167,21.839552,i,-1.6635373548058694,0.7580295570934678
123213,-7538456156076980466,-2475366467975444794,60042.27150614383,20.636269,y,-1.4434914097299183,-0.44489225104583247
232668,-1163630662834503885,-284183066010831456,60041.97896938321,23.656372,r,-0.7085292722564119,0.593030842603666
209775,-7540075785857192577,-160225982888541736,60042.16221456931,22.639923,z,-1.1319376616007042,0.2348196916049785
203362,6187269749484844421,-1729847153100226492,60042.22461085828,21.377546,y,-1.6576860004066731,-0.26479669628824093
141120,-3956443136472596830,8331493868296980572,60042.16176850602,20.506887,z,-1.5797077342917465,0.35421005038613873
67794,-8216910165920982708,-4019594367738916237,60042.130456808176,19.164457,i,-1.177703286783954,0.4534425619642533
229631,5610079981134258799,4670034451908654224,60042.14399738112,22.553322,z,-1.5338450454284347,0.7922069871066459
30846,223446624974866378,-2422438991983643261,60042.22685068427,20.430899,y,-1.3064499671498626,-0.13011525463564427
228306,-3425656801970276910,-3313112222353605472,60041.99965110765,22.769339,i,-0.5719314193978167,1.481418069218555
99369,-74954586913938261,3743938999943420725,60042.1453371629,19.806267,z,-1.3994810324291145,0.5936709100288338
210765,2509772541181761873,453979495236842753,60042.2128004149,21.844448,y,-1.7677857615318289,-0.29073484443805336
73569,-3783110262690911806,1445461668615343064,60042.210563087516,19.753532,y,-1.354947045404512,-0.41617399875126654
76016,-7301070535184374170,-2831804119016945953,60042.13951308411,22.96548,i,-1.4077228052737434,0.38756794173106246
139360,-3361280304663832029,871665685533966942,60042.15207256504,22.664663,z,-1.3525791099211357,0.30311153766404436
25822,-3935126202124535326,-7258405279872449613,60042.2508567269,19.63097,y,-1.7345081850489734,-0.28129402090743894
239299,-1546629113769372802,6007921003799543190,60042.13815864183,22.36263,i,-1.0553870504919185,0.201268510677427
171651,2996355873493565965,-4868764462842790365,60042.25845531678,21.395624,y,-1.738980094712327,-0.31077279691620346
103708,-7431440123915810938,5201837935332560741,60042.24001353374,20.571833,y,-1.7466400469836616,-0.3151226755229433
31891,-6642219560576365882,1200237266415784992,60042.198255289644,17.901691,y,-1.530020504439526,-0.14963356186886753
12870,5467280759223744137,-1695840214724516454,60042.2692788693,21.275682,y,-1.9359597158776054,-0.3761620488499438
70264,-914483208573239717,8685276995325249198,60042.19687987953,20.286882,y,-1.5205962463688383,-0.3045376247045974
243454,-3800964954668491800,7868864915249550771,60042.16221456931,22.845694,z,-1.4629624908477712,0.3102248615715287
139602,-8217148174542308309,-6762219914571245520,60042.25309350331,20.892216,y,-1.8848801586086688,-0.16276415754060947
57605,-7736244847789456166,-1641785848618400813,60042.15117677013,17.592506,z,-1.4109346275767305,0.2677743107657058
31632,6336872528728235754,-4031073950828384522,60042.21235299012,15.612423,y,-1.2316079271565312,-0.1650135430754039
239697,-2383340352803688119,-3999289909360283507,60042.143099639005,22.769257,z,-1.4039063570942751,0.6222499440474516
131945,-2105971956200072612,7485565599860955139,60042.25220132783,19.89449,y,-1.5527342324635656,-0.09609371411462903
125320,45618048942228760,-3890194130749001882,60042.26972499613,20.455605,y,-1.597379205488517,-0.34466419473010623
153017,-489300489412812833,1304492204105602605,60042.135843422395,20.960989,i,-1.5367350905551826,0.30085018343188585
141076,1147007818423511489,-4939987098460952161,60042.2692788693,20.66555,y,-1.3820065480858263,-0.2733031075242921
213754,5695507566134347988,-1217089016572989250,60042.154822460696,21.126852,z,-1.0900138417758447,0.26128155330052893
234414,4036578283976879271,-67269809161671169,60042.08144650972,22.390953,z,-1.2596801259810055,0.5253690128226903
220303,-8012304290009180926,-4126512103378772584,60042.16450232698,22.525368,z,-1.6219878126543035,0.2491127902152066
241711,-5361086295835491991,-2841031731831328843,60042.129561712194,22.782095,i,-1.0829659756333356,0.39402419949565504
80807,2815165726816243520,7150905601058014493,60042.14578855489,22.42118,z,-1.2953553305406238,0.47644177138764265
171642,9157164029338555889,-4256543446300275504,60042.22281723681,19.276655,y,-0.8738839344357302,-0.08248500726864043
156262,-2890785525427806561,7839936375473490820,60042.181121816066,21.701332,y,-1.7145697660681243,0.2009604494346126
214947,-4926425144091816863,6769008427022715725,60042.19553658428,22.043997,y,-1.6593089303954967,-0.41698426061071514
241198,6460477064085375143,5604462832942004987,60041.97706439301,24.010868,r,-1.0061592716000163,0.858342519390631
48351,8374895523826844123,-6613153058665191192,60042.181121816066,20.946106,y,-1.8016948694927575,0.24302803183136956
185296,2719698565782978552,8941661723695379688,60042.22057484022,21.087162,y,-1.0865690931541578,0.010890485203699828
