,diasourceid,ssobjectid,midpointtai,mag,filter,heliocentricx,heliocentricy
744,7157555124428781142,-4090476339241400380,60042.17123549789,18.870848,z,-1.9643969949585116,0.21038656495131183
745,-8261162707991230094,-4090476339241400380,60042.18739712479,18.877748,y,-1.9643825381944977,0.21019787904185278
746,-2962029826554543759,-4824511833677989362,60041.99875642323,22.720669,i,-1.5073606800444197,1.1099779586600507
747,-1005936905188950750,-5685150753368370418,60041.99696853905,22.249561,i,-1.6215487835425755,0.9395934949015732
748,-2447708614084272748,-533501231072417472,60042.33310327327,21.934715,y,-1.1184769649618223,-0.9033735761269518
749,-7258230922501934524,1063866480265592495,60042.22191909741,20.112171,y,-1.771445162700372,-0.23029005061236385
750,6472450049160511802,1063866480265592495,60042.23687768129,20.213144,y,-1.7714306781054057,-0.2305019537910696
751,-5653668670818562473,-317305316951409710,60042.02288741155,20.901302,z,-1.6894605941160243,0.6667868955138402
752,724037427703754764,-4410581774910801543,60042.041246653236,20.093433,z,-1.8022162178235435,0.637279959995247
753,2921942877488356414,-5258478467024039462,60041.99785917083,22.619987,i,-1.526050296231372,1.0872518524468988
754,1934661214499257360,5012878032212028543,60042.11561997354,20.517374,y,-1.917085275260633,0.11528793900989975
755,-4023046104495511820,-3714324210973381223,60042.26704528393,18.175924,y,-1.9481002212548744,-0.29660449427523405
756,4722460357191779383,-3851323565649549173,60042.25666804045,19.197987,y,-1.8692921695198677,-0.5286309910373308
757,-5626925897002829280,3669330179049094290,60042.20009748922,16.585743,y,-1.90571872800422,-0.4397476892182271
758,-9214364712405828157,7908358820306110650,60042.4089136582,19.600756,y,-0.7420880982900202,-1.7337663931455918
759,-5354764426930140309,-4131338086594307714,60042.386144324184,19.231457,y,-0.2959989242809693,-1.8417341035168882
760,-2891799272929970584,1839911174898314054,60042.394354307835,20.99004,y,-0.07529708262950248,-1.8745388359907977
761,5414986597020910866,7291873268133726448,60042.14086558167,20.621567,i,-1.960187115973387,0.24801159401168946
762,4906009621624180741,487784242912335670,60042.222365933165,16.60707,y,-1.6523700500054126,-0.26132952795233455
763,4660856701750594597,-3161868677993521278,60042.150283111885,22.492231,z,-1.9867929234626196,-0.037988995968805894
764,-4134156584749174310,6954561225729805797,60042.38524498919,20.964754,y,-0.2099410306184604,-1.8329108482779402
765,-6257875595312720842,-4595081609241460333,60042.17838939641,19.683485,y,-1.9659647297469933,-0.04537603778972091
766,4286112215476648650,5175887072993072249,60042.27470718658,17.493055,y,-1.792319155042989,-0.36920567882891087
767,7715678284047784306,-2763156666821914256,60042.119673261994,20.682327,y,-1.962357066113116,0.2179791977292995
768,-7995608705500152259,-7604836098894284435,60042.00947148273,21.307447,i,-1.8006664107329413,0.5186448025165566
769,-8975809250172520350,539547517679395065,60042.13951308411,17.008835,i,-1.6903176892256806,-0.05460397897287839
770,-8676389375587289706,-3171508001215149986,60042.38848321169,19.831541,y,-0.07172101766847416,-1.9343156152914214
771,3160348395153908833,6307660059176124251,60042.13090591557,19.688913,i,-1.9694557659228389,0.1681283087628648
772,-7318664794060747518,1219793009792257586,60042.19151555616,19.279108,y,-1.890206330355831,-0.3068394481998774
773,4818140710326951790,-129554662506977210,60042.08419410892,21.40523,z,-1.781274333952382,0.10445071524699506
774,-4477928570572986037,8976012476827620417,60042.074675071744,19.375875,i,-1.839183404431738,0.2870273655520859
775,3235880119421589394,-8080387302578406285,60042.272845158994,18.839825,y,-1.915461743329882,-0.4434366072620331
776,7285154527962650363,8050773537257237558,60042.41705236971,17.35561,y,0.22715522788641843,-1.853377786153395
777,8030623933609354522,-1114124910757748384,60042.14623400245,19.496143,z,-1.967534929717216,0.043710548227099064
778,-532803930321570610,-1697956875973836777,60042.2630192711,17.495106,y,-1.8224678029429988,-0.2996756521363723
779,358753470494424265,-1697956875973836777,60042.27783768368,17.491709,y,-1.8224355455283865,-0.299864533777288
780,1544137016162034294,-1818061212277311147,60042.21100997597,18.821331,y,-1.7938102739228519,-0.492617574490572
781,-6033351513669684478,-7696151258630727444,60041.99830783145,19.681387,i,-1.5046722809097504,1.113095293887927
782,-8228340004691674868,-7696151258630727444,60042.014391863064,19.738798,z,-1.5048023885759534,1.1129411051177156
783,6792397300636386888,-8670755192527217550,60042.14713431151,22.530075,z,-1.9293275574897077,0.14962705251007577
784,7369638902700091290,-2720676236447299278,60042.0148401113,20.964573,z,-1.5088053577437257,1.1088219670641648
785,-319539030205135687,-1888315378352408374,60042.16400136526,20.43475,z,-1.8692008853890436,-0.03650943685274816
786,7538804728819351892,4876320821841062265,60042.25935437502,17.563318,y,-1.9119625523659127,-0.46497631952312035
787,889427644573427060,-317305316951409710,60042.006799617695,20.950499,i,-1.6893606073703804,0.6669624879430853
788,-7624916956483788471,2747072412583914431,60042.21835579365,15.848245,y,-1.9207684288951847,-0.25259510476683844
789,5955960190577171712,2747072412583914431,60042.233739451876,15.849002,y,-1.9207281927892614,-0.25277552440810935
790,-4024373937582063349,8775488203511533401,60042.157081479665,14.211728,z,-1.9789642776369827,0.2544733268821758
791,1115451286523097481,-1888315378352408374,60042.18017538333,20.451561,y,-1.8691956042724747,-0.03671541258649505
792,-6599993202719012116,3381536245352060068,60042.270172566445,18.599152,y,-1.9391129848866704,-0.4597798581200495
793,-9158960564475591140,3751219825222736640,60042.09715608274,19.951567,z,-1.8417813020398723,0.2657882159314461
794,-1626369609503070112,-1466872106719661867,60042.046236384434,20.20064,y,-1.705016350966105,0.22267257078103825
795,5940172049071738089,1844339812262618251,60042.367415504224,18.4954,y,-0.24072064472970825,-1.2657367099016403
796,7191945347705378765,-1027518464231989876,60042.38714307667,21.52446,y,-0.4130977441019491,-1.8271379320017345
797,5309326480252348317,-6450173245799341303,60042.10209039483,17.94262,z,-1.8491286633164485,-0.013698526922580974
798,4820298495048793675,4503262712193338630,60041.9780010938,16.98817,r,-1.8069546067019044,0.45209082211095475
799,598414344788998608,-2252957882373420181,60042.23328997835,20.804968,y,-1.8770185637468182,-0.30794462044531834
800,-910335689532068259,-2252957882373420181,60042.24820325558,20.647005,y,-1.8769618925894584,-0.3081177880639014
801,9100152722418841639,5323090237559005672,60042.14355244488,21.585823,z,-1.9037939315425498,0.302637813349647
802,3513943160799178597,3381536245352060068,60042.25533227831,18.628138,y,-1.9390829456084817,-0.45964088287841454
803,-1137288297987660743,2893105437341407006,60042.13770995654,22.96886,i,-1.940620125774904,-0.12745851143228443
804,-8826822872955666930,-3422141514721650019,60041.99875642323,22.274366,i,-1.4894285774342182,1.084140727571434
805,-349247799115035811,780679368437088557,60042.078265391596,18.42991,z,-1.8865991735349985,0.5764322326247999
806,5368616064929162843,-2252957882373420181,60042.202935972244,20.696022,y,-1.8771338569872498,-0.30759215179554217
807,-6657826581280337890,8775488203511533401,60042.14086558167,14.157021,i,-1.9789425818971906,0.2546647101283874
808,6189800849179794815,-129554662506977210,60042.06770338914,21.266388,i,-1.781304201772156,0.10460943007520852
809,7822495089479813,-7733193293237221468,60042.34892164769,20.2065,y,-0.6099292272127144,-1.2994259054184247
810,6489368498922289428,-3422141514721650019,60042.0148401113,22.24071,z,-1.489600935933709,1.084018644810815
811,179365832459132058,5954395866299623058,60042.159975261326,22.188263,z,-1.9279674770953656,0.06607186555914173
812,5428095631338284884,81812141870878,60042.010805774,22.570646,i,-1.803296881250827,0.7310276341612318
813,-8061255221656628580,1839911174898314054,60042.39480014263,21.08388,y,-0.07529097774124516,-1.8745386033268074
814,5777957657837967690,7505376857845348813,60042.22461085828,21.30681,y,-1.9341731210630297,-0.461193795838121
815,872061986596140609,6213924062916077544,60042.04804031546,18.923063,y,-1.9299459912941979,0.3448384725591319
816,-2215308093882691121,-1790605670133773406,60042.26346572061,16.359997,y,-1.9317350730736507,-0.39490298709570826
817,-364315219693235336,-1790605670133773406,60042.27828328379,16.358747,y,-1.931661269787226,-0.3950622756608906
818,-5055250849529664952,5323090237559005672,60042.127325675996,21.625328,i,-1.9037793815637207,0.3028369762932232
819,-9082894173706095286,-8080387302578406285,60042.24225716688,18.812761,y,-1.9154999991576487,-0.4431024182153423
820,-7527400662818367743,-750582731002484876,60042.384709277845,20.531002,y,-0.11421939026464323,-1.6192431581039497
821,-7091506696947448898,3381536245352060068,60042.22505887784,18.601122,y,-1.9390216175822825,-0.4593573689870294
822,7137751335345806,3381536245352060068,60042.24001353374,18.606785,y,-1.9390519211117572,-0.4594974230437227
823,3998613821909579113,-1611080954550041277,60042.14489228841,17.731258,z,-1.9828112395157285,0.19125131124037092
824,1529226447675216101,5705547992157527952,60042.19553658428,18.69017,y,-1.9019915666209637,-0.5656962869274765
825,6371191263748497339,8184665121836082440,60042.16989318562,17.862345,z,-1.8968843046589712,0.1454731382119792
826,-2883097535357031490,8184665121836082440,60042.18605672211,17.855318,y,-1.8968811971944786,0.1452731797809119
827,855540132552533176,-340808145170567178,60042.08515144954,21.486305,z,-1.8197400074823193,-0.001910610178113778
828,6117155299235290290,-6014559532705004083,60042.38378760705,18.113165,y,-0.19949320229563464,-1.473585279764178
829,-5015225798869689085,-3071635344166894914,60042.23866795238,19.818115,y,-1.9031840778157405,-0.45631515648450327
830,-3091915453704180714,-4876150684704973581,60042.27373746569,20.821714,y,-1.9313860217967835,-0.427265178974058
831,1675595417830955422,-303692708041531617,60041.99920257071,22.71049,i,-1.4859445397121496,1.0638884067690877
832,-8853267163101481682,5564363504888758555,60042.38524498919,21.89477,y,-0.1475194307921604,-1.79697929862121
833,-572247348487745234,-1697956875973836777,60042.21835579365,17.493351,y,-1.8225649188608701,-0.2991063347362244
834,-845543112687278518,-1697956875973836777,60042.233739451876,17.489847,y,-1.822531487341973,-0.2993024305702429
835,-157070475375553241,-1697956875973836777,60042.248652961745,17.488981,y,-1.8224990588967147,-0.29949253031929574
836,-8251130989530961302,-1697956875973836777,60042.24906962841,17.490074,y,-1.8224981526188666,-0.2994978414485981
837,1430715528319288138,7345631140779795514,60042.367415504224,18.009043,y,-0.25984344912410734,-1.3554181501984168
838,-7443902495190925459,7936126703856769095,60042.23239311146,21.53441,y,-1.9222526004607468,-0.2824202544199444
839,8146510752295847109,7936126703856769095,60042.24730884513,21.727747,y,-1.9222134310191874,-0.28260044767611536
840,-6112424448215777031,8132244422803777264,60042.06452532619,22.675707,i,-1.9209658994843155,0.14468083726006273
841,1398975101461822215,-4530174311577295274,60042.21235299012,19.905293,y,-1.9382585949378444,-0.4380650995743203
842,3392419746275752588,7921956204703813519,60042.41206071097,18.33563,y,-0.5842279552225695,-1.8244998622623423
843,-3355609437375586417,6297935567505925877,60042.220126895205,19.567266,y,-1.9619494788159004,-0.28145318950162546
844,-7444842219146395834,6297935567505925877,60042.23508637451,19.615677,y,-1.9618974017353175,-0.28161931100060605
845,-1679353357887260243,7835495385335233201,60042.37648826745,18.673334,y,-0.8474187818128229,-1.3540457646189996
846,-5073882550874606777,1448359268868107193,60042.16221456931,21.00747,z,-1.9210733481527673,-0.07997429444718822
847,-8260340557664335718,-2637871512751453714,60042.24685886081,17.022188,y,-1.7839912266706468,-0.3236943627528018
848,6091006470630007664,-2637871512751453714,60042.26167683633,17.019854,y,-1.7839243155252165,-0.32386664626811384
849,3560113520879698106,-2637871512751453714,60042.276496879866,17.014574,y,-1.7838573767380352,-0.3240389504855244
850,2429270101947716210,6881069724786116168,60042.13225829059,22.193842,i,-1.8965592293620737,0.06095996091810018
851,2774894675595232542,-3235868922390268513,60042.01618030413,22.107697,z,-1.4475895360852449,1.2172952484454356
852,7098809239767054031,-1149800745057460426,60042.13450188421,18.310352,i,-1.965954910294981,-0.06430080620665818
853,836531175994293780,-1149800745057460426,60042.15073127316,18.38286,z,-1.9659756020218917,-0.06450322133418486
854,-1708040156070201811,-6707397344228299368,60041.98873087198,17.054052,r,-1.4882794801972437,0.5613975690328968
855,8397753371184947031,-3714324210973381223,60042.222365933165,18.183428,y,-1.9482684705816922,-0.29612095171899905
856,-157703147918845087,-3714324210973381223,60042.23732389833,18.17712,y,-1.9482121599081161,-0.29628283694298213
857,-1021066337846910085,7983950895148702665,60042.20519858273,19.15473,y,-1.764110957983219,-0.3096649779164452
858,4155105500583153541,1324426363296419662,60042.076482984194,23.338358,i,-1.8833796980520205,0.37609613095670086
859,-7936756544537209034,5705549119484395221,60042.389829185086,20.985243,y,0.08277823449575859,-1.844732796411964
860,-3784621782991101372,7505376857845348813,60042.23956589355,21.328773,y,-1.9340881073162186,-0.4613799862964951
861,3076250060796007949,7505376857845348813,60042.25398818305,21.23867,y,-1.9340061066808805,-0.4615595403719403
862,123185120021872619,5286456783828366013,60042.37694457045,19.301199,y,-0.7658231831180857,-1.294542904537435
863,-8073434882846774044,-3360996867176344043,60042.391175004836,18.865456,y,0.29471994372845883,-1.8251763277562543
864,-3887403185196642846,8096798565775513911,60042.24225716688,21.981834,y,-1.8554866455899504,-0.4760814572824316
865,3380915703412825929,81812141870878,60042.02689928769,22.504469,z,-1.8033739960156063,0.7308561716271009
866,6573608187615152540,6881069724786116168,60042.148487087834,22.338264,z,-1.8965962431382823,0.06077315721734994
867,-8197575252787057925,8132244422803777264,60042.080996699326,22.649696,z,-1.92094742508503,0.14448522585658674
868,3923040304166741059,4101907379502338708,60042.06865388253,16.099398,i,-1.7768197980783085,-0.009878974291694828
869,1564700049204431139,7876413726062406713,60042.39255830759,19.72092,y,-0.03146149911115925,-1.52523344510118
870,-4287239150656084311,7983950895148702665,60042.22057484022,19.191626,y,-1.7640491669847584,-0.30985617681687017
871,7120721511681449282,7983950895148702665,60042.235533412204,19.174381,y,-1.7639890343154825,-0.3100421783532954
872,6120650976122250052,-4530174311577295274,60042.226402788416,19.895542,y,-1.938184320883792,-0.43822254189210375
873,7633606698097837525,2822044247386601344,60042.072856408384,21.789501,i,-1.8702297098161342,0.27246447727008893
874,3827851449908330024,5552579002462027448,60042.39255830759,20.76952,y,0.20385236726252867,-1.8448381900348225
875,-3101664872288569442,-1697956875973836777,60042.26391731717,17.485395,y,-1.8224658485503307,-0.29968709908885355
876,8643700834173646683,-8922969947423814395,60042.16132189579,22.393635,z,-1.9929139962925873,0.00038166623604918125
877,8475745309734341212,3559779328781812346,60042.41978441669,20.994263,y,-0.24970376402821917,-1.9523942676104027
878,7063075602714979508,-3071635344166894914,60042.25354030414,19.776123,y,-1.9031140778848674,-0.4564986546363248
879,-3230858613228555776,-3071635344166894914,60042.26838258454,19.81807,y,-1.9030442029507137,-0.4566817777726932
880,-8870110596512558281,-5303808213969888989,60042.19553658428,17.504112,y,-1.8914021939298098,-0.5619583909078337
881,4096360913223799765,-3851323565649549173,60042.255778551415,19.22482,y,-1.8692949972453654,-0.5286205118799259
882,6970895601813500554,-3851323565649549173,60042.270618214745,19.19075,y,-1.869247813488263,-0.5287953372054506
883,2705452613012410981,5705547992157527952,60042.210563087516,18.70861,y,-1.9019283527116593,-0.5658648280708579
884,3322344136919246777,7936126703856769095,60042.26212688922,21.785288,y,-1.9221745020329684,-0.2827794583824631
885,-2488067571252400185,7936126703856769095,60042.2769469712,21.517864,y,-1.9221355516591203,-0.28295849133395656
886,-2078161669098362308,-7810810686714425019,60042.157081479665,17.88471,z,-1.973275517489129,0.19065006598713405
887,7519001477285885132,-1922657750444181003,60042.13181335412,19.007221,i,-1.9207190550264543,0.13191803947534825
888,-7085236749956531239,-7191696768785074569,60042.27239877877,16.08277,y,-1.7780114532817608,-0.4853038557095663
889,-6118125886620584010,8693305327399724977,60042.15818410279,17.850847,z,-1.978901389291562,0.17583594826144072
890,-3970947828224022564,544168304051683582,60042.35071336289,19.704409,y,-0.49032457103082683,-1.426681484458096
891,-4978149495811127806,544168304051683582,60042.365627239735,19.665312,y,-0.4901505219403459,-1.4267098566147312
892,-3529904131427898075,1448359268868107193,60042.17838939641,20.968752,y,-1.9210710976954992,-0.08017155839822132
893,5697297862351040990,-7536622462130729621,60042.13090591557,15.505566,i,-1.944947339077545,0.09585211790960754
894,8444972419586153684,7505376857845348813,60042.26882985336,21.42106,y,-1.9339217058438058,-0.46174431185622344
895,-8521295615687356068,-283700515918575771,60042.04078146539,20.769526,z,-1.7993079531314027,0.47293007861199904
896,4920997264318509071,5012878032212028543,60042.11922565754,20.484669,y,-1.9170818021982983,0.11524516963436479
897,1080298791871068292,-6444827257945165138,60042.41705236971,20.286917,y,0.24188745506258214,-1.747348657901835
898,-4480606522581720323,8149988584508521115,60042.193301993786,18.981777,y,-1.9200690283706057,-0.4029408742819421
899,-7337583904659306782,-4595081609241460333,60042.10164332212,19.641909,z,-1.966119757518452,-0.044471275622340545
900,-8825012123958290982,8149988584508521115,60042.20832896462,18.94259,y,-1.9200392971305875,-0.4031334858544422
901,9191152721367917858,8149988584508521115,60042.22326440404,18.970629,y,-1.9200097302072578,-0.4033249206553648
902,-1620552973307609885,2453614014957401836,60042.189722764226,18.659298,y,-1.9482183292475936,-0.27497189919938203
903,-3965683868536695955,2764908918629390753,60041.98917711151,17.458872,r,-1.618473764736568,0.706538852498159
904,4676243285334109381,1659261899869305850,60042.10438159774,22.957436,z,-1.9677554029992887,0.011418900027949519
905,5012054238782514558,370229548000311640,60042.005461498746,20.15918,i,-1.6935188759894115,0.8272215809364497
906,5079009494777340599,-7937333773338289169,60042.1901722492,21.674637,y,-1.9237821707244451,-0.3138246428692748
907,2107892845389605093,-7937333773338289169,60042.20519858273,21.582788,y,-1.92373371549423,-0.31400494697785425
908,7614196839037505605,855384469174848238,60042.257113705964,16.28824,y,-1.7627147060281076,-0.513697357863371
909,-8245144197767978714,855384469174848238,60042.27195167514,16.284601,y,-1.7626451175318911,-0.5138813026684752
910,-5681525733768367977,381241913702901990,60042.07097259067,21.274075,i,-1.8810047175261808,0.2332371793652981
911,658669042066728895,8184665121836082440,60042.06452532619,17.865616,i,-1.8969040484339117,0.14677660074087606
912,-4354545529915112909,2650754645205481965,60042.19240942175,18.919798,y,-1.8842692630341815,-0.4098055452191694
913,-76721287991292592,2473560853986964062,60042.189722764226,18.820604,y,-1.8549302536044538,-0.27967103704413054
914,-581029583679599291,6243232157952430560,60042.16765700512,16.473314,z,-1.8832189910966814,-0.011994529071319905
915,4862516949952614046,-4530174311577295274,60042.241356276485,19.855555,y,-1.9381052538623786,-0.43839010741755624
916,-3679154084836839994,-4530174311577295274,60042.2508567269,19.86788,y,-1.9380550115720658,-0.43849656548809496
917,2234238394696859464,-3989821202133948049,60042.416593645234,18.74159,y,0.1264171993852027,-1.8086331030543024
918,-6787831205387218639,-2569350100893988140,60042.005461498746,18.244339,i,-1.7014802958276285,0.833281876889029
919,-3482878936251867855,-7541772083736289714,60042.10164332212,17.52808,z,-1.9975017055156254,-0.04913513491034117
920,-358050943549084821,5807825907624876835,60042.22731322761,21.06068,y,-1.9119354408480131,-0.48042217991363306
921,227139174575415169,5807825907624876835,60042.24225716688,21.156818,y,-1.9118653757360582,-0.48059616246145503
922,1006633017151896692,-6345215327304727305,60042.13673845406,20.600824,i,-1.8905551372439464,-0.05634413981921023
923,-4810746136562263707,7092499380848601162,60042.07144386236,22.180567,i,-1.8648489739592096,0.2856265921244517
924,-7547360927270700279,4037632030367450408,60042.10483229926,17.614067,z,-1.8900156884621597,-0.06099370728958661
925,-2831438484512786347,5908393730470756452,60042.0202094027,20.47767,z,-1.561194526129796,0.8743201274340707
926,-3276186893186090246,-2763156666821914256,60042.1071125433,20.643847,z,-1.9623386719006086,0.21813305028941196
927,4071268594515343000,2448513518221178455,60042.22550772144,20.3278,y,-1.912793176409704,-0.4967179855564613
928,2936084134315954760,2448513518221178455,60042.240462001966,20.40439,y,-1.9127364586310502,-0.4968930876955319
929,4668714106200160450,-1922657750444181003,60042.148042483495,19.069857,z,-1.920742116753255,0.13172339435072342
930,1894022708398466515,8066241699268859509,60042.04031901981,22.278927,z,-1.8797869188623892,0.44572221950411783
931,8667466352682151695,7137682424710128880,60042.35610184624,18.594967,y,-0.6779664786844463,-1.2076105894958553
932,3387606147496819022,3406851259962407262,60042.24996314224,20.957718,y,-1.854907914448368,-0.35804774115483723
933,7204171841772258810,3755184874372430687,60042.134947556464,22.835854,i,-1.957718976001378,-0.11461153788939119
934,3769403429580266201,3406851259962407262,60042.26480910851,20.731356,y,-1.8548586116183912,-0.3582251506911366
935,-1205751650539088786,8468549883135730962,60042.087501234455,16.457926,z,-1.7981778988385237,0.1990688901624217
936,-370917418428974363,8906581216899054100,60042.01618030413,17.887545,z,-1.4219995848984759,1.1789265206514479
937,3550848233471366440,-4595081609241460333,60042.11786133293,19.642845,y,-1.966087034446493,-0.04466247122530851
938,9191125996462136272,4832377777459874358,60042.13770995654,20.635809,i,-1.9634151221067986,-0.16128139538080544
939,7957659248705889529,9108287192401552826,60041.9832306773,22.401552,r,-1.7782096100028755,0.7956969175158118
940,4102732163132150333,-6322736970927123302,60042.19915293832,13.043116,y,-1.9090264172519744,-0.4082960086488401
941,1946325070985550399,8686520152085091657,60042.16400136526,18.549208,z,-1.888066688526457,-0.04175806788598893
942,-473645044105259510,8686520152085091657,60042.18017538333,18.568228,y,-1.8880564756049865,-0.0419596695440109
943,7936597550736439278,-5689411822548290577,60042.07097259067,21.93137,i,-1.6175316745025592,0.10098792184821732
944,2798236069710067536,-2569350100893988140,60042.021549152065,18.29209,z,-1.701591369562254,0.833122701930065
945,7791933338595490057,-1838946746680039517,60041.98917711151,23.738861,r,-1.6219048544309005,0.7359526412935504
946,-5586160766721381971,8274124461336724122,60041.97706439301,21.901537,r,-1.777994591700931,0.3986262033139274
947,5895988580868355038,-3463816421828688589,60042.16221456931,22.871151,z,-1.968878142519069,-0.06661111410841154
948,-1571328162743710597,671188526970398080,60042.40936119819,20.740973,y,-0.7569357724997315,-1.701795116897796
949,-3267044603438642381,6243232157952430560,60042.18382126373,16.469568,y,-1.883182345101032,-0.01218395063798084
950,3753983243001064070,-107050261841707745,60042.055462908305,21.797756,y,-1.7200736379477441,0.5364953039320027
951,932188984688635913,-7962708415811325018,60042.41477768498,18.617323,y,-0.22753378372107683,-1.865827453728889
952,-2194948166399850569,8274124461336724122,60041.97986606026,21.92978,r,-1.777998898150026,0.39859823175121206
953,9165146949945896703,-1818061212277311147,60042.1950899179,18.831465,y,-1.7938823115177012,-0.49241098817616064
954,5707630202400408656,-1818061212277311147,60042.210116497154,18.804386,y,-1.7938143174280483,-0.4926059804336898
955,3763694395057561518,-9192374925511069412,60042.41070497297,19.021729,y,-0.7561273036171108,-1.710469358581201
956,7033761275808022949,326523712811328736,60042.27150614383,21.738235,y,-1.6258015841426718,-0.4803362009970508
957,5114696166887876913,5807825907624876835,60042.25800833573,21.41918,y,-1.911791508325272,-0.48077953861594824
958,7902110231275588463,5807825907624876835,60042.272845158994,21.215843,y,-1.911721912374576,-0.48095226572067995
959,1483559691032113922,2448513518221178455,60042.254884249545,20.42519,y,-1.912681743268156,-0.4970619561360342
960,1948619503603502574,2448513518221178455,60042.26972499613,20.328289,y,-1.9126254243602177,-0.49723572059453486
961,2168969428829946094,7886416764587199678,60042.09626313665,19.066092,z,-1.94630785014798,0.44729697921905887
962,-7623340692481829415,6573884219183101064,60042.12821690763,18.352268,i,-1.9815835600717273,0.1636522707190402
963,-3479846296343368963,6573884219183101064,60042.14444249539,18.403913,z,-1.9815926111791151,0.16343922301006544
964,2189133595111079345,6918297935510418851,60042.143099639005,17.311071,z,-1.7142611452704288,0.07040464206817083
965,-7897661602044994991,-1818061212277311147,60042.25622345322,18.79653,y,-1.7936055713334607,-0.49320425491423336
966,4144664634937777615,2948360657576592305,60042.016627606274,22.195963,z,-1.3549709772931517,1.2494517583624662
967,-7750886682558587374,-1818061212277311147,60042.27106240241,18.814545,y,-1.793538351868123,-0.4933967918346039
968,-9089227028750232656,8035845241640905098,60041.99696853905,17.191605,i,-1.6516430385763168,0.9140206744224592
969,3029079798597352408,8035845241640905098,60042.01305180142,17.246471,z,-1.651741932914974,0.9138492201113534
970,7094653992680815121,-1857564525415170253,60042.393013482775,18.075228,y,-0.1540623369031485,-1.6670687732268712
971,5638600157825886596,5998991710122790108,60042.21416804598,21.937826,y,-1.926175050398478,-0.4133357745064345
972,2183297983852492814,-7622967734857141320,60042.38569485688,21.271349,y,-0.22383798548937356,-1.764395923655599
973,-1584932540016029999,8260223103702836047,60042.35115934283,17.53956,y,-0.4979773859607383,-1.2422483377875981
974,9049793101292193897,8260223103702836047,60042.366073297075,17.562729,y,-0.4977723578936773,-1.242264511777179
975,7718263775470464952,4832377777459874358,60042.15392602136,20.813278,z,-1.9634080475219307,-0.161474921948509
976,-1287009934930225259,2653965180742201822,60041.98962554046,22.445757,r,-1.7169628901944172,0.8152606891453217
977,-2180057773082281699,-8364723159996332545,60042.00054264341,22.255335,i,-1.364255168469555,1.2755513080208476
978,-3026814202573759615,-2308941840868097668,60042.06407585035,22.550198,i,-1.9521821898162974,0.24021500252284952
979,-7773810298273928658,-3231149630755716159,60042.002332970544,18.850588,i,-1.426976268963299,0.9718632989079995
980,2139383589745270493,-3231149630755716159,60042.01841876423,18.917683,z,-1.4270923939245557,0.9716843083249717
981,8073102422243511208,2499047575881389364,60042.37555405622,19.431684,y,-0.9038282733646983,-1.2907574877154278
982,-5618909014992435335,-8716039044807074804,60042.002332970544,18.915976,i,-1.4431766625383602,1.0114964470511019
983,-584106127054880405,-8716039044807074804,60042.01841876423,18.97086,z,-1.4433261720986372,1.0113518883921857
984,-1041564670607495269,7829612852194010426,60042.070523570335,20.240026,i,-1.8083003444499133,0.22209066795134383
985,4402145683097066374,2948360657576592305,60042.00054264341,22.403381,i,-1.354818354912174,1.2495873913285116
986,-4601460261045686157,8863550290235888320,60042.134947556464,19.37394,i,-1.7765658769280328,-0.13751669593785615
987,4621012727413480734,8863550290235888320,60042.15117677013,19.458656,z,-1.776580946022382,-0.13771150915492555
988,-6163394984508392743,-2728208356785670643,60042.20338434561,17.022434,y,-1.7340191549129504,-0.2886504294202137
989,1806957630729199449,4059026712662082446,60042.006799617695,17.804346,i,-1.7334568783917024,0.6564814005738647
990,-5266299902426522264,-5689411822548290577,60042.087501234455,21.953032,z,-1.617580922459638,0.10074571357877009
991,6351327243498401554,862412581316327508,60042.10164332212,17.978006,z,-1.9216996490445206,-0.05451535638625066
992,9013973410896616924,4995044508859403460,60042.041246653236,21.818981,z,-1.8500310595141125,0.6623802621850634
993,6678154312045171561,4995044508859403460,60042.058181058346,21.763382,y,-1.8500922591418634,0.6622210872768836
994,9113267090995414588,7260712207854158801,60041.99875642323,17.354223,i,-1.5731791808698732,1.1356454291088407
995,3259558943122205530,-1341185816538990980,60042.41295653012,18.987537,y,-0.610329436832906,-1.6992501644402536
996,2680575247992851312,-1947138885355914849,60042.19598442427,19.611479,y,-1.9185269415151718,-0.5351329701232014
997,-3342365981452275392,-1947138885355914849,60042.21100997597,19.643736,y,-1.9184706752140852,-0.5353045280493471
998,1514200610036089719,-9188773809094201293,60042.06407585035,17.165169,i,-1.8988566169494918,0.2107952967133229
999,-3039287172501291803,-8364723159996332545,60042.016627606274,22.161839,z,-1.3644085065402354,1.2754165234960286
1000,619808045342893619,-2027888776086916426,60042.10438159774,22.643969,z,-1.9692021181880128,0.02970959848293829
1001,8881068877120509651,8070121459968206727,60042.11293350839,18.31904,y,-1.8874170805544659,0.33208147330239457
1002,-780442075914633495,3493672934642299677,60042.10483229926,21.163422,z,-1.7733664661212847,-0.07872112193302586
1003,-6867632531291898898,7886416764587199678,60042.112488161096,19.045216,y,-1.9463563992282966,0.4470955356386717
1004,-623617934770434054,-6322736970927123302,60042.24315285339,13.0446615,y,-1.908807684630916,-0.40876592090943126
1005,1322833772428206911,-6322736970927123302,60042.25890225056,13.044691,y,-1.908729356395874,-0.40893411453837275
1006,4826929227696751614,-6322736970927123302,60042.27373746569,13.044914,y,-1.9086555580123217,-0.4090925416651767
